year,univ_cd,gicho_imsang_gb,gwamok_seq,gwamok_nm,pilsu_gb,hakgwa_gb,gaeseol_grade_gb,gaeseol_hakgi_gb,hakjeom,tot_silseup_jusu,tot_silseup_time,tot_silseup_time_busok_hosp,tot_silseup_time_pagyeon_hosp,tot_silseup_time_bogeonso,tot_silseup_time_1cha_gigwan,tot_silseup_time_gita,sub_intern_yn,sulgi_pyeongga_yn,jinryo_pyeongga_yn,gwaje_pyeongga_yn,chulseok_pyeongga_yn,portpolio_pyeongga_yn,gita_pyeongga_yn,sub_intern_tot_jusu,upd_ip,ins_ip,ins_date,ins_man,upd_date,upd_man
2020-08-24 09:53:07.505000,YYYY-MM-DD HH24:MI:SS.FF,univ28,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-08-24 09:53:07.505000,YYYY-MM-DD HH24:MI:SS.FF,univ28,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,
2020-08-24 09:53:07.521000,YYYY-MM-DD HH24:MI:SS.FF,univ28,0,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2020-08-24 09:53:07.521000,YYYY-MM-DD HH24:MI:SS.FF,univ28,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,
U),0,2,4,1,2,1,1,40,40,0,0,0,0,0,1,1,1,1,0,1,,,,,,,,,,
G),0,2,4,1,2,1,1,40,40,0,0,0,0,0,1,1,1,1,0,1,,,,,,,,,,
U),0,2,4,1,2,1,1,40,40,0,0,0,0,0,1,1,1,1,0,1,,,,,,,,,,
G),0,2,4,1,2,1,1,40,40,0,0,0,0,0,1,1,1,1,0,1,,,,,,,,,,
U),0,2,4,1,2,1,1,40,40,0,0,0,0,0,1,1,1,1,0,1,,,,,,,,,,
G),0,2,4,1,2,1,1,40,40,0,0,0,0,0,1,1,1,1,0,1,,,,,,,,,,
U),0,2,4,1,2,1,1,40,40,0,0,0,0,0,1,1,1,1,0,1,,,,,,,,,,
G),0,2,4,1,2,1,1,40,40,0,0,0,0,0,1,1,1,1,0,1,,,,,,,,,,
2019,UNIV21,2,86,이비인후과임상,0,2,4,1,2,1,1,40,40,0,0,0,0,0,1,1,1,1,0,,,,,,,
2019,UNIV21,2,87,안과임상,0,2,4,1,2,1,1,40,40,0,0,0,0,0,1,1,1,1,0,,,,,,,
2019,UNIV21,2,88,재활의학과임상,0,2,4,1,2,1,1,40,40,0,0,0,0,0,1,1,1,1,0,,,,,,,
U),0,2,4,1,2,2,2,80,80,0,0,0,0,1,2,1,1,1,0,1,,,,1,,,,,,
G),0,2,4,1,2,2,2,80,80,0,0,0,0,1,2,1,1,1,0,1,,,,1,,,,,,
U),0,2,4,1,2,1,1,40,40,0,0,0,0,0,1,1,1,1,0,1,,,,,,,,,,
2019,UNIV21,2,96,Subinternship소화기내과,0,2,4,1,2,1,3,120,120,0,0,0,0,3,1,1,1,1,0,1,,,,,,
2019,UNIV21,2,97,Subinternship심장내과,0,2,4,1,2,1,3,120,120,0,0,0,0,3,1,1,1,1,0,1,,,,,,
2019,UNIV21,2,98,Subinternship호흡기내과,0,2,4,1,2,1,3,120,120,0,0,0,0,3,1,1,1,1,0,1,,,,,,
2019,UNIV21,2,99,Subinternship마취통증의학과,0,2,4,1,2,1,3,120,120,0,0,0,0,3,1,1,1,1,0,1,,,,,,
2019,UNIV21,2,100,Subinternship방사선종양학과,0,2,4,1,2,1,3,120,120,0,0,0,0,3,1,1,1,1,0,1,,,,,,
2019,UNIV21,2,101,Subinternship병리과,0,2,4,1,2,1,3,120,120,0,0,0,0,3,1,1,1,1,0,1,,,,,,
2019,UNIV21,2,102,Subinternship비뇨기과,0,2,4,1,2,1,3,120,120,0,0,0,0,3,1,1,1,1,0,1,,,,,,
2019,UNIV21,2,103,Subinternship산부인과,0,2,4,1,2,1,3,120,120,0,0,0,0,3,1,1,1,1,0,1,,,,,,
2019,UNIV21,2,104,Subinternship성형외과,0,2,4,1,2,1,3,120,120,0,0,0,0,3,1,1,1,1,0,1,,,,,,
2019,UNIV21,2,105,Subinternship신경과,0,2,4,1,2,1,3,120,120,0,0,0,0,3,1,1,1,1,0,1,,,,,,
2019,UNIV21,2,106,Subinternship신경외과,0,2,4,1,2,1,3,120,120,0,0,0,0,3,1,1,1,1,0,1,,,,,,
2019,UNIV21,2,107,Subinternship안과,0,2,4,1,2,1,3,120,120,0,0,0,0,3,1,1,1,1,0,1,,,,,,
2019,UNIV21,2,108,Subinternship영상의학과,0,2,4,1,2,1,3,120,120,0,0,0,0,3,1,1,1,1,0,1,,,,,,
2019,UNIV21,2,109,Subinternship외과,0,2,4,1,2,1,3,120,120,0,0,0,0,3,1,1,1,1,0,1,,,,,,
2019,UNIV21,2,110,Subinternship응급의학과,0,2,4,1,2,1,3,120,120,0,0,0,0,3,1,1,1,1,0,1,,,,,,
2019,UNIV21,2,111,Subinternship이비인후과,0,2,4,1,2,1,3,120,120,0,0,0,0,3,1,1,1,1,0,1,,,,,,
2019,UNIV21,2,112,Subinternship정신과,0,2,4,1,2,1,3,120,120,0,0,0,0,3,1,1,1,1,0,1,,,,,,
2019,UNIV21,2,113,Subinternship피부과,0,2,4,1,2,1,3,120,120,0,0,0,0,3,1,1,1,1,0,1,,,,,,
2019,UNIV21,2,114,Subinternship핵의학과,0,2,4,1,2,1,3,120,120,0,0,0,0,3,1,1,1,1,0,1,,,,,,
2019,UNIV21,2,115,Subinternship흉부외과,0,2,4,1,2,1,3,120,120,0,0,0,0,3,1,1,1,1,0,1,,,,,,
2019,UNIV06,2,23,성형외과학,1,2,4,1,2,2,1,32,,,,,32,0,1,0,0,1,0,,,,,,,
2019,UNIV06,2,20,정형외과학,1,2,4,1,2,2,1,32,,,,,32,0,1,0,0,1,0,,,,,,,
2019,UNIV06,2,27,안과학,1,2,4,1,2,2,1,32,,,,,32,0,1,0,0,1,0,,,,,,,
2019,UNIV06,2,29,지역사회임상실습,1,2,4,1,2,2,2,,32,,,,32,0,0,0,1,1,0,,,,,,,
2019,UNIV06,2,21,재활의학,1,2,4,1,2,2,1,32,,,,,32,0,1,0,0,1,0,,,,,,,
2019,UNIV06,2,25,마취통증의학,1,2,4,1,2,2,1,32,,,,,32,0,1,0,0,1,0,,,,,,,
2019,UNIV06,2,24,피부과학,1,2,4,1,2,2,1,32,,,,,32,0,1,0,0,1,0,,,,,,,
2019,UNIV06,2,5,신경과학,1,2,3,1,2,2,2,68,,,,,68,0,1,0,0,1,0,,,,,,,
2019,UNIV06,2,2,산부인과학,1,2,3,1,2,5,6,204,,,,,204,1,1,0,0,1,0,1,,,,,,
2019,UNIV01,2,1,Gut & Liver,1,2,3,1,2,4,4,144,144,0,0,0,,0,1,1,1,1,1,,,,,,,
2019,UNIV01,2,49,LIC 2,0,2,4,1,6,6,216,216,0,0,0,0,,1,1,1,1,1,0,,,,,,,
2019,UNIV01,2,44,정신건강의학 학생주치의,0,2,4,1,2,2,72,72,0,0,0,0,,1,1,1,1,1,0,,,,,,,
2019,UNIV01,2,30,심장내과학 학생주치의,0,2,4,1,2,2,72,72,0,0,0,0,,1,1,1,1,1,0,,,,,,,
2019,UNIV01,2,4,Kidney,1,2,3,1,2,2,2,6,0,0,0,6,,0,1,1,1,1,1,,,,,,,
2019,UNIV01,2,11,Brain,1,2,3,1,2,3,3,108,105,0,0,3,,0,1,1,1,1,1,,,,,,,
2019,UNIV01,2,33,류마티스내과학 학생주치의,0,2,4,1,2,2,72,72,0,0,0,0,,1,1,1,1,1,0,,,,,,,
2019,UNIV01,2,41,신경과학 학생주치의,0,2,4,1,2,2,72,72,0,0,0,0,,1,1,1,1,1,0,,,,,,,
2019,UNIV01,2,40,성형외과학 학생주치의,0,2,4,1,2,2,72,72,0,0,0,0,,1,1,1,1,1,0,,,,,,,
2019,UNIV01,2,9,Women,1,2,3,1,2,4,4,8,0,0,0,8,,0,1,1,1,1,1,,,,,,,
2019,UNIV01,2,29,호흡기내과학 학생주치의,0,2,4,1,2,2,72,72,0,0,0,0,,1,1,1,1,1,0,,,,,,,
2019,UNIV01,2,19,직업환경의학 실습,0,2,4,1,2,2,72,72,0,0,0,0,,1,1,1,1,1,0,,,,,,,
2019,UNIV01,2,34,감염내과학 학생주치의,0,2,4,1,2,2,72,72,0,0,0,0,,1,1,1,1,1,0,,,,,,,
2019,UNIV01,2,31,신장내과학 학생주치의,0,2,4,1,2,2,72,72,0,0,0,0,,1,1,1,1,1,0,,,,,,,
2019,UNIV01,2,42,신경외과학 학생주치의,0,2,4,1,2,2,72,72,0,0,0,0,,1,1,1,1,1,0,,,,,,,
2019,UNIV01,2,16,학외선택실습,1,2,3,1,2,1,4,160,0,0,0,160,,0,1,1,1,1,0,,,,,,,
2019,UNIV01,2,27,영상의학 실습,0,2,4,1,2,2,72,72,0,0,0,0,,1,1,1,1,1,0,,,,,,,
2019,UNIV01,2,26,병리학 실습,0,2,4,1,1,2,72,72,0,0,0,0,,1,1,1,1,1,0,,,,,,,
2019,UNIV01,2,14,Children: Heart,Lung,Kidney,1,2,3,1,2,2,2,72,72,0,,0,0,0,1,1,1,,,,,,,
2019,UNIV01,2,37,소아청소년과학 학생주치의,0,2,4,1,2,2,72,72,0,0,0,0,,1,1,1,1,1,0,,,,,,,
2019,UNIV01,2,10,Mind,1,2,3,1,2,4,3,8,0,0,0,8,,0,1,1,1,1,1,,,,,,,
2020-09-16 14:57:35.328000,YYYY-MM-DD HH24:MI:SS.FF,univ06,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-09-16 14:57:35.328000,YYYY-MM-DD HH24:MI:SS.FF,univ06,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-09-16 14:57:35.328000,YYYY-MM-DD HH24:MI:SS.FF,univ06,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-09-16 14:57:35.328000,YYYY-MM-DD HH24:MI:SS.FF,univ06,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-09-16 14:57:35.328000,YYYY-MM-DD HH24:MI:SS.FF,univ06,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-09-16 14:57:35.344000,YYYY-MM-DD HH24:MI:SS.FF,univ06,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-09-16 14:57:35.344000,YYYY-MM-DD HH24:MI:SS.FF,univ06,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-09-16 14:57:35.344000,YYYY-MM-DD HH24:MI:SS.FF,univ06,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-09-16 14:57:35.344000,YYYY-MM-DD HH24:MI:SS.FF,univ06,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-09-16 14:57:35.344000,YYYY-MM-DD HH24:MI:SS.FF,univ06,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-09-16 14:57:35.344000,YYYY-MM-DD HH24:MI:SS.FF,univ06,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-09-16 14:57:35.344000,YYYY-MM-DD HH24:MI:SS.FF,univ06,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-09-16 14:57:35.359000,YYYY-MM-DD HH24:MI:SS.FF,univ06,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-09-16 14:57:35.359000,YYYY-MM-DD HH24:MI:SS.FF,univ06,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-09-16 14:57:35.359000,YYYY-MM-DD HH24:MI:SS.FF,univ06,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-09-16 14:57:35.359000,YYYY-MM-DD HH24:MI:SS.FF,univ06,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-09-16 14:57:35.359000,YYYY-MM-DD HH24:MI:SS.FF,univ06,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-09-16 14:57:35.359000,YYYY-MM-DD HH24:MI:SS.FF,univ06,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-09-16 14:57:35.359000,YYYY-MM-DD HH24:MI:SS.FF,univ06,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-09-16 14:57:35.375000,YYYY-MM-DD HH24:MI:SS.FF,univ06,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-09-16 14:57:35.375000,YYYY-MM-DD HH24:MI:SS.FF,univ06,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-09-16 14:57:35.375000,YYYY-MM-DD HH24:MI:SS.FF,univ06,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-09-16 14:57:35.375000,YYYY-MM-DD HH24:MI:SS.FF,univ06,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-09-16 14:57:35.375000,YYYY-MM-DD HH24:MI:SS.FF,univ06,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-09-16 19:55:58.132000,YYYY-MM-DD HH24:MI:SS.FF,univ02,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,
2020-09-16 19:55:58.132000,YYYY-MM-DD HH24:MI:SS.FF,univ02,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,
2020-09-16 19:55:58.132000,YYYY-MM-DD HH24:MI:SS.FF,univ02,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,
2020-09-16 19:55:58.132000,YYYY-MM-DD HH24:MI:SS.FF,univ02,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,
2020-09-16 19:55:58.132000,YYYY-MM-DD HH24:MI:SS.FF,univ02,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,
2020-09-16 19:55:58.132000,YYYY-MM-DD HH24:MI:SS.FF,univ02,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,
2020-09-16 19:55:58.132000,YYYY-MM-DD HH24:MI:SS.FF,univ02,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,
2020-09-16 19:55:58.148000,YYYY-MM-DD HH24:MI:SS.FF,univ02,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,
2020-09-16 19:55:58.148000,YYYY-MM-DD HH24:MI:SS.FF,univ02,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,
2020-09-16 19:55:58.148000,YYYY-MM-DD HH24:MI:SS.FF,univ02,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,
2019-11-14 18:19:08.300000,YYYY-MM-DD HH24:MI:SS.FF,univ15,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-11-14 18:19:08.290000,YYYY-MM-DD HH24:MI:SS.FF,univ15,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-11-15 10:30:33.350000,YYYY-MM-DD HH24:MI:SS.FF,univ15,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-11-14 18:27:28.572000,YYYY-MM-DD HH24:MI:SS.FF,univ15,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-11-14 18:31:40.372000,YYYY-MM-DD HH24:MI:SS.FF,univ15,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-11-14 18:31:40.380000,YYYY-MM-DD HH24:MI:SS.FF,univ15,0,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-11-14 18:26:56.480000,YYYY-MM-DD HH24:MI:SS.FF,univ15,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-11-14 18:26:56.491000,YYYY-MM-DD HH24:MI:SS.FF,univ15,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-11-14 18:26:56.495000,YYYY-MM-DD HH24:MI:SS.FF,univ15,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-11-14 18:31:40.364000,YYYY-MM-DD HH24:MI:SS.FF,univ15,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-11-14 18:31:40.370000,YYYY-MM-DD HH24:MI:SS.FF,univ15,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,
2019-11-14 18:31:40.382000,YYYY-MM-DD HH24:MI:SS.FF,univ15,0,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-11-14 18:26:56.483000,YYYY-MM-DD HH24:MI:SS.FF,univ15,0,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-11-14 18:31:40.384000,YYYY-MM-DD HH24:MI:SS.FF,univ15,0,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-11-14 18:31:40.361000,YYYY-MM-DD HH24:MI:SS.FF,univ15,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-11-15 10:27:41.596000,YYYY-MM-DD HH24:MI:SS.FF,univ15,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,
2019-11-14 18:31:40.374000,YYYY-MM-DD HH24:MI:SS.FF,univ15,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-11-14 18:31:40.366000,YYYY-MM-DD HH24:MI:SS.FF,univ15,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-11-14 18:31:40.368000,YYYY-MM-DD HH24:MI:SS.FF,univ15,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-11-15 10:27:58.570000,YYYY-MM-DD HH24:MI:SS.FF,univ15,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,
2019-11-14 18:27:51.294000,YYYY-MM-DD HH24:MI:SS.FF,univ15,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,
2019-11-14 18:05:30.499000,YYYY-MM-DD HH24:MI:SS.FF,univ15,0,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-11-14 18:31:40.378000,YYYY-MM-DD HH24:MI:SS.FF,univ15,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-01-16 16:50:41.714000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,
2019,UNIV37,2,10,신경외과학실습,1,2,4,1,1,1,40,32,,,8,,0,1,1,1,1,0,1,,,,,,,
2020-01-16 14:11:00.200000,YYYY-MM-DD HH24:MI:SS.FF,univ35,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,
2019,UNIV37,2,2,소아과학실습,1,2,3,1,4,4,160,136,,,24,,0,1,1,1,1,0,1,,,,,,,
2019,UNIV37,2,3,외과학실습,1,2,3,1,4,4,160,152,,,8,,0,1,1,1,1,0,1,,,,,,,
2019,UNIV37,2,12,진단검사의학실습,1,2,4,1,1,1,40,32,,,8,,0,1,1,1,1,0,1,,,,,,,
2019,UNIV37,2,14,가정의학실습,1,2,4,1,1,1,40,32,,,8,,0,1,1,1,1,0,1,,,,,,,
2019,UNIV37,2,20,응급의학실습,1,2,3,2,2,2,80,80,,,,,0,1,1,1,1,0,1,,,,,,,
2019,UNIV37,2,19,정신과학실습,1,2,3,2,2,2,80,72,,,8,,0,1,1,1,1,0,1,,,,,,,
2019,UNIV37,2,1,내과학실습I,1,2,3,1,8,8,320,312,,,8,,0,1,1,1,1,0,1,,,,,,,
2019,UNIV37,2,11,성형외과학실습,1,2,4,1,1,1,40,32,,,8,,0,1,1,1,1,0,1,,,,,,,
2019,UNIV37,2,16,산부인과학실습,1,2,3,2,4,4,160,152,,,8,,0,1,1,1,1,0,1,,,,,,,
2019,UNIV37,2,6,정형외과학실습,1,2,4,1,1,1,40,32,,,8,,0,1,1,1,1,0,1,,,,,,,
2019,UNIV37,2,23,선택실습,0,2,4,2,4,4,160,160,,,,,0,1,1,1,1,0,1,,,,,,,
2019,UNIV37,2,4,흉부외과학실습,1,2,4,1,1,1,40,40,,,,,0,1,1,1,1,0,1,,,,,,,
2019,UNIV37,2,7,이비인후과학실습,1,2,4,1,1,1,40,32,,,8,,0,1,1,1,1,0,1,,,,,,,
2019,UNIV37,2,8,안과학실습,1,2,4,1,1,1,40,32,,,8,,0,1,1,1,1,0,1,,,,,,,
2019,UNIV37,2,22,영상의학실습,1,2,3,2,2,2,80,80,,,,,0,1,1,1,1,0,1,,,,,,,
2019,UNIV37,2,15,재활의학실습,1,2,4,1,1,1,40,32,,,8,,0,1,1,1,1,0,1,,,,,,,
2019,UNIV37,2,24,국외임상실습I,0,2,4,2,4,4,160,160,,,,,0,1,1,1,1,0,1,,,,,,,
2019,UNIV37,2,5,피부과학실습,1,2,4,1,1,1,40,32,,,8,,0,1,1,1,1,0,1,,,,,,,
2019,UNIV37,2,25,국외임상실습II,0,2,4,2,4,4,160,160,,,,,0,1,1,1,1,0,1,,,,,,,
2019,UNIV37,2,17,내과학실습II,1,2,3,2,4,4,160,152,,,8,,0,1,1,1,1,0,1,,,,,,,
2019,UNIV37,2,13,병리학실습,1,2,4,1,1,1,40,40,,,,,0,1,1,1,1,0,1,,,,,,,
2019,UNIV37,2,9,비뇨기과학실습,1,2,4,1,1,1,40,32,,,8,,0,1,1,1,1,0,1,,,,,,,
2019,UNIV37,2,21,마취통증의학실습,1,2,3,2,1,1,40,32,,,8,,0,1,1,1,1,0,1,,,,,,,
2019,UNIV37,2,18,신경과학실습,1,2,3,2,2,2,80,80,,,,,0,1,1,1,1,0,1,,,,,,,
2019,UNIV35,2,20,이비인후과학실습,1,2,3,2,1,1,40,40,,,,,0,1,1,1,1,1,0,,,,,,,
2019,UNIV35,2,24,응급의학실습,1,2,4,1,2,2,80,80,,,,,0,1,1,1,1,1,0,,,,,,,
2019,UNIV35,2,3,정신과학실습,1,2,3,1,4,4,160,160,,,,,0,1,1,1,1,1,0,,,,,,,
2019,UNIV35,2,6,산부인과학실습,1,2,3,1,4,4,160,160,,,,,0,1,1,1,1,1,0,,,,,,,
2019,UNIV35,2,30,핵의학실습,1,2,4,1,1,1,40,40,,,,,0,1,1,1,1,1,0,,,,,,,
2019,UNIV35,2,21,지역사회의학실습,1,2,3,2,1,1,40,40,,,,,0,1,1,1,1,1,0,,,,,,,
2019,UNIV35,2,18,피부과학실습,1,2,3,2,1,1,40,40,,,,,0,1,1,1,1,1,0,,,,,,,
2019,UNIV35,2,19,안과학실습,1,2,3,2,1,1,40,40,,,,,0,1,1,1,1,1,0,,,,,,,
2019,UNIV35,2,17,비뇨기과학실습,1,2,3,2,1,1,40,40,,,,,0,1,1,1,1,1,0,,,,,,,
2019,UNIV35,2,2,소아청소년과학실습,1,2,3,1,4,4,160,160,,,,,0,1,1,1,1,1,0,,,,,,,
2019,UNIV35,2,25,중환자의학실습,1,2,4,1,1,1,40,40,,,,,0,1,1,1,1,1,0,,,,,,,
2020-10-22 10:10:25.644000,YYYY-MM-DD HH24:MI:SS.FF,univ10,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-10-22 10:10:25.645000,YYYY-MM-DD HH24:MI:SS.FF,univ10,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-10-22 10:10:25.647000,YYYY-MM-DD HH24:MI:SS.FF,univ10,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-10-22 10:10:25.649000,YYYY-MM-DD HH24:MI:SS.FF,univ10,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2019,UNIV17,2,20,방사선종양학실습,0,2,4,1,2,1,40,40,,,,,0,1,1,1,1,1,0,,,,,,,
2019,UNIV17,2,8,신경외과학실습,0,2,4,1,2,1,40,40,,,,,0,1,1,1,1,1,0,,,,,,,
2019,UNIV17,2,1,내과학실습,1,2,3,1,7,14,560,516,44,,,,0,1,1,1,1,1,0,,,,,,,
2019,UNIV17,2,15,피부과학실습,1,2,4,1,2,1,40,36,4,,,,0,1,1,1,1,1,0,,,,,,,
2019,UNIV17,2,7,신경과학실습,1,2,4,1,2,2,80,80,,,,,0,1,1,1,1,1,0,,,,,,,
2019,UNIV17,2,13,이비인후과학실습,1,2,4,1,2,1,40,40,,,,,0,1,1,1,1,1,0,,,,,,,
2019,UNIV17,2,12,외상의학실습,1,2,4,1,2,2,80,80,,,,,0,1,1,1,1,1,0,,,,,,,
2019,UNIV17,2,5,정신과학실습,1,2,3,1,4,5,160,96,64,,,,0,1,1,1,1,1,0,,,,,,,
2019,UNIV17,2,4,산부인과학실습,1,2,3,1,4,5,200,160,40,,,,0,1,1,1,1,1,0,,,,,,,
2020-10-22 10:00:33.836000,YYYY-MM-DD HH24:MI:SS.FF,univ10,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2019,UNIV17,2,23,직업환경의학실습,0,2,4,1,2,1,40,40,,,,,0,1,1,1,1,1,0,,,,,,,
