year,univ_cd,jangbi_gb,jangbi_seq,jangbi_yn,jangbi_cnt
2020,UNIV24,7,1,0,
2020,UNIV24,2,1,1,1
2020,UNIV24,8,1,0,
2020,UNIV24,1,1,1,1
2021-09-14 15:48:07.415000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,
2020,UNIV24,12,1,1,30
2020,UNIV24,13,1,1,3
2020,UNIV24,9,1,0,
2020,UNIV24,15,1,1,2
2020,UNIV02,15,1,1,6
2020,UNIV02,9,1,0,
2020,UNIV02,8,1,0,
2020,UNIV02,5,1,1,12
2020,UNIV02,6,1,1,4
2020,UNIV02,13,1,1,8
2020,UNIV02,4,1,1,6
2020,UNIV02,12,1,1,50
2020,UNIV02,14,1,1,12
2021-09-24 13:24:53.111000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,
2020,UNIV02,2,1,1,6
2020,UNIV02,10,1,1,14
2020,UNIV02,7,1,1,7
2020,UNIV02,3,1,1,12
2020,UNIV19,10,1,1,1
2021-09-17 17:03:46.360000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,
2021-09-17 17:03:46.358000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,
2021-09-17 17:00:51.014000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,
2020,UNIV19,13,1,1,6
2021-09-17 17:02:44.892000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,
2020,UNIV19,1,1,0,
2020,UNIV19,15,1,1,2
2021-09-17 17:00:51.016000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,
2021-09-17 17:03:46.356000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,
2020,UNIV19,6,1,1,2
2021-09-17 17:04:49.210000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,
2021-09-17 17:02:44.890000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,
2020,UNIV19,14,1,1,12
2021-09-24 11:01:26.915000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,
2019,UNIV20,2,1,1,2
2019,UNIV20,12,1,1,20
2019,UNIV20,3,1,1,3
2019,UNIV20,15,1,1,2
2019,UNIV20,14,1,1,4
2019,UNIV20,9,1,0,
2019,UNIV20,4,1,1,2
2019,UNIV20,7,1,1,1
2019,UNIV20,10,1,1,1
2019,UNIV20,5,1,1,4
2019,UNIV20,6,1,1,2
2019,UNIV20,13,1,1,4
2020,UNIV08,5,1,1,6
2021-09-01 10:04:15.974000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,
2020,UNIV08,1,1,1,4
2020,UNIV08,6,1,1,7
2020,UNIV08,15,1,1,3
2020,UNIV08,14,1,1,6
2020,UNIV08,10,1,1,14
2020,UNIV08,4,1,1,4
2020,UNIV08,13,1,1,7
2021-09-01 10:04:15.974000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,
2020,UNIV08,12,1,1,40
2020,UNIV08,2,1,1,3
2020,UNIV08,8,1,0,
2021-08-26 17:51:02.847000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,
2021-08-26 17:51:02.849000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,
2021-08-26 17:51:02.851000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,
2021-08-26 17:51:02.853000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,
2021-08-26 17:51:02.855000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,
2021-08-26 17:51:02.856000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,
2021-08-26 17:51:02.858000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,
2021-08-26 17:51:02.860000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,
2021-08-26 17:51:02.861000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,
2021-08-26 17:51:02.863000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,
2021-08-26 17:51:02.865000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,
2021-08-26 17:51:02.867000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,
2021-09-24 14:47:22.063000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,
2020,UNIV04,8,1,0,
2020,UNIV04,15,1,1,4
2020,UNIV04,1,1,1,1
2020,UNIV04,14,1,1,7
2020,UNIV04,13,1,1,4
2021-09-24 14:47:22.063000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,
2020,UNIV04,9,1,0,
2020,UNIV04,7,1,1,1
2021-09-24 14:47:22.063000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,
2020,UNIV04,10,1,1,1
2020,UNIV04,6,1,1,3
2021-09-24 14:47:22.063000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,
2021-09-24 14:47:22.063000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,
2020,UNIV23,13,1,1,6
2020,UNIV23,8,1,0,
2020,UNIV23,2,1,1,2
2020,UNIV23,3,1,1,7
2020,UNIV23,14,1,1,4
2020,UNIV23,10,1,1,1
2020,UNIV23,5,1,1,5
2020,UNIV23,6,1,1,5
2020,UNIV23,1,1,1,1
2020,UNIV23,12,1,1,20
2020,UNIV23,4,1,1,4
2020,UNIV23,15,1,1,4
2020,UNIV23,7,1,1,1
2020,UNIV33,10,1,1,1
2020,UNIV33,2,1,1,1
2020,UNIV33,5,1,1,2
2020,UNIV33,12,1,1,3
2020,UNIV33,14,1,1,4
2020,UNIV33,9,1,0,
2020,UNIV33,6,1,1,3
2020,UNIV33,13,1,1,5
2020,UNIV33,4,1,1,3
2020,UNIV33,15,1,1,2
2020,UNIV33,8,1,0,
2020,UNIV33,3,1,1,2
2020,UNIV35,1,1,1,1
2020,UNIV35,12,1,1,30
2020,UNIV35,8,1,0,
2020,UNIV35,9,1,0,
2020,UNIV35,14,1,1,8
2020,UNIV35,15,1,1,4
2020,UNIV35,3,1,1,16
2020,UNIV35,5,1,1,14
2020,UNIV35,10,1,1,1
2020,UNIV35,4,1,1,4
2020,UNIV35,7,1,0,
2021-10-13 17:04:06.775000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,
2020,UNIV35,13,1,1,8
2020,UNIV35,6,1,1,4
2020,UNIV12,3,1,1,2
2020,UNIV12,8,1,1,2
2020,UNIV12,1,1,1,1
2020,UNIV12,5,1,1,10
2020,UNIV12,7,1,1,2
2020,UNIV12,13,1,1,4
2020,UNIV12,12,1,1,35
2020,UNIV12,4,1,1,4
2020,UNIV12,14,1,1,4
2020,UNIV12,15,1,1,4
2020,UNIV12,2,1,1,3
2020,UNIV12,10,1,1,1
2020,UNIV12,6,1,1,4
2021-08-27 15:25:46.047000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,
2020,UNIV40,10,1,1,4
2020,UNIV40,13,1,1,1
2020,UNIV40,14,1,0,
2020,UNIV40,3,1,0,
2020,UNIV40,4,1,1,3
2020,UNIV40,5,1,1,5
2020,UNIV40,7,1,1,6
2020,UNIV40,8,1,1,7
2020,UNIV40,9,1,1,2
2020,UNIV09,7,1,1,2
2020,UNIV09,10,1,1,15
2020,UNIV09,8,1,0,
2020,UNIV09,6,1,1,4
2020,UNIV09,13,1,1,4
2020,UNIV09,1,1,1,1
2020,UNIV09,12,1,1,14
2020,UNIV09,15,1,1,3
2020,UNIV09,9,1,0,
2020,UNIV09,14,1,1,5
2020,UNIV09,2,1,1,2
2020,UNIV09,3,1,1,4
2020,UNIV09,4,1,1,2
2020,UNIV09,5,1,1,2
2020,UNIV13,13,1,1,4
2020,UNIV13,1,1,1,2
2021-09-29 13:00:19.468000,YYYY-MM-DD HH24:MI:SS.FF,univ17,,,
2020,UNIV13,5,1,1,14
2021-09-29 13:00:19.468000,YYYY-MM-DD HH24:MI:SS.FF,univ17,,,
2020,UNIV13,12,1,1,24
2021-09-29 13:00:19.468000,YYYY-MM-DD HH24:MI:SS.FF,univ17,,,
2020,UNIV13,9,1,0,
2021-09-29 13:00:19.468000,YYYY-MM-DD HH24:MI:SS.FF,univ17,,,
2021-09-29 13:00:19.452000,YYYY-MM-DD HH24:MI:SS.FF,univ17,,,
2021-09-29 13:00:19.468000,YYYY-MM-DD HH24:MI:SS.FF,univ17,,,
2020,UNIV13,6,1,1,9
2020,UNIV13,2,1,1,3
2020,UNIV13,10,1,1,4
2020,UNIV32,12,1,1,40
2020,UNIV32,3,1,1,14
2020,UNIV32,13,1,1,2
2020,UNIV32,14,1,1,7
2020,UNIV32,6,1,1,2
2021-10-01 14:37:40.254000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,
2021-10-01 14:37:40.252000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,
2020,UNIV32,5,1,1,3
2020,UNIV32,10,1,1,16
2021-10-01 14:37:40.249000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,
2020,UNIV32,15,1,1,3
2020,UNIV32,4,1,1,2
2020,UNIV32,1,1,1,2
2020,UNIV32,2,1,1,2
2020,UNIV05,14,1,1,24
2020,UNIV05,7,1,1,1
2020,UNIV05,1,1,1,2
2020,UNIV05,12,1,1,40
2021-08-31 15:23:09.422000,YYYY-MM-DD HH24:MI:SS.FF,univ07,,,
2020,UNIV05,6,1,1,6
2020,UNIV05,10,1,1,1
2020,UNIV05,2,1,1,3
2021-08-31 15:23:09.424000,YYYY-MM-DD HH24:MI:SS.FF,univ07,,,
2020,UNIV05,4,1,1,14
2021-08-31 15:19:23.431000,YYYY-MM-DD HH24:MI:SS.FF,univ07,,,
2020,UNIV05,3,1,1,8
2021-08-31 15:19:23.429000,YYYY-MM-DD HH24:MI:SS.FF,univ07,,,
2021-08-31 15:19:23.434000,YYYY-MM-DD HH24:MI:SS.FF,univ07,,,
2020,UNIV14,4,1,1,9
2020,UNIV14,12,1,1,33
2020,UNIV14,15,1,1,17
2020,UNIV14,14,1,1,13
2020,UNIV14,3,1,1,8
2020,UNIV14,5,1,1,24
2020,UNIV14,13,1,1,8
2020,UNIV14,9,1,1,3
2020,UNIV14,2,1,1,4
2020,UNIV14,1,1,1,3
2020,UNIV14,8,1,1,2
2020,UNIV14,10,1,1,1
2020,UNIV14,7,1,1,3
2020,UNIV14,6,1,1,9
2020,UNIV07,10,1,1,1
2020,UNIV07,7,1,0,
2020,UNIV07,14,1,0,
2020,UNIV07,12,1,0,
2020,UNIV07,9,1,0,
2020,UNIV07,4,1,1,3
2020,UNIV07,2,1,1,4
2020,UNIV07,6,1,1,3
2020,UNIV07,15,1,1,2
2020,UNIV07,5,1,1,3
2020,UNIV07,8,1,0,
2020,UNIV07,3,1,1,6
2020,UNIV07,13,1,1,3
2020,UNIV07,1,1,1,1
2020,UNIV38,2,1,1,2
2020,UNIV38,14,1,1,4
2020,UNIV38,4,1,1,3
2020,UNIV38,6,1,1,1
2020,UNIV38,5,1,1,7
2020,UNIV38,12,1,1,2
2020,UNIV38,15,1,1,2
2020,UNIV38,10,1,1,1
2020,UNIV38,7,1,1,2
2020,UNIV38,9,1,0,
2020,UNIV38,13,1,1,2
2020,UNIV38,3,1,1,3
2020,UNIV38,1,1,1,2
2021-09-08 11:20:14.261000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,
2021-09-16 09:04:33.861000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,
2021-09-08 11:20:14.261000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,
2021-09-08 11:20:14.261000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,
2021-09-08 11:20:14.261000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,
2021-09-08 11:20:14.261000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,
2021-09-08 11:20:14.261000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,
2021-09-08 11:20:14.261000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,
2021-09-08 11:20:14.261000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,
2021-09-08 11:20:14.277000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,
2021-09-08 11:20:14.277000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,
2021-09-08 11:29:41.885000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,
2020,UNIV21,5,1,1,3
2020,UNIV21,3,1,1,2
2020,UNIV21,4,1,1,2
2020,UNIV21,10,1,1,13
2020,UNIV21,12,1,1,8
2020,UNIV21,13,1,1,2
2020,UNIV21,14,1,1,3
2020,UNIV21,2,1,1,2
2020,UNIV21,15,1,1,2
2020,UNIV21,6,1,1,2
2020,UNIV41,10,1,1,1
2021-09-14 10:21:28.661000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,
2020,UNIV41,14,1,1,13
2020,UNIV41,1,1,1,1
2020,UNIV41,5,1,1,13
2020,UNIV41,7,1,0,
2020,UNIV41,13,1,1,8
2020,UNIV41,6,1,1,6
2020,UNIV41,15,1,1,6
2021-09-14 10:21:47.903000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,
2021-09-14 10:21:39.132000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,
2020,UNIV41,2,1,1,2
2020,UNIV29,1,1,1,2
2020,UNIV29,2,1,1,18
2020,UNIV29,6,1,1,4
2020,UNIV29,13,1,1,5
2020,UNIV29,5,1,1,7
2020,UNIV29,9,1,0,
2020,UNIV29,12,1,1,15
2020,UNIV29,3,1,1,12
2020,UNIV29,4,1,1,4
2020,UNIV29,14,1,1,9
2020,UNIV29,10,1,1,1
2020,UNIV29,15,1,1,4
2020,UNIV29,7,1,0,
2020,UNIV39,9,1,0,
2020,UNIV39,8,1,0,
2020,UNIV03,10,1,1,3
2020,UNIV03,8,1,0,
2020,UNIV03,5,1,1,4
2020,UNIV03,1,1,1,1
2020,UNIV03,12,1,1,3
2020,UNIV03,13,1,1,1
2020,UNIV03,15,1,1,2
2020,UNIV03,3,1,1,1
2020,UNIV03,6,1,1,1
2020,UNIV03,4,1,1,3
2020,UNIV03,14,1,1,1
2020,UNIV03,2,1,1,1
2020,UNIV03,9,1,0,
2019,UNIV29,1,1,1,2
2019,UNIV29,2,1,1,18
2019,UNIV29,6,1,1,4
2019,UNIV29,13,1,1,5
2019,UNIV29,5,1,1,7
2019,UNIV29,9,1,0,
2019,UNIV29,12,1,1,15
2019,UNIV29,3,1,1,12
2019,UNIV29,4,1,1,4
2019,UNIV29,14,1,1,9
2019,UNIV29,10,1,1,1
2019,UNIV29,15,1,1,4
2019,UNIV29,7,1,0,
2021-05-04 13:17:28.841000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,
2021-05-06 11:54:06.495000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,
2021-05-06 11:51:22.005000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,
2021-05-06 11:52:43.149000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,
2021-05-06 11:51:22.002000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,
2021-05-06 11:51:22.007000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,
2021-05-06 11:54:06.493000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,
2021-05-06 11:54:30.776000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,
2021-05-04 13:17:28.849000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,
2021-05-06 11:54:06.490000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,
2019,UNIV07,8,1,0,
2021-05-06 11:51:22.000000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,
2021-05-04 13:17:28.832000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,
2021-05-04 13:17:28.843000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,
2020,UNIV25,9,1,0,
2020,UNIV25,1,1,1,2
2020,UNIV25,15,1,0,
2020,UNIV25,5,1,1,4
2020,UNIV25,3,1,1,6
2020,UNIV25,14,1,1,4
2020,UNIV25,6,1,1,8
2020,UNIV25,13,1,1,6
2020,UNIV25,7,1,0,
2020,UNIV25,4,1,1,10
2020,UNIV25,8,1,0,
2020,UNIV25,2,1,1,4
2020,UNIV25,10,1,1,1
2020,UNIV25,12,1,1,1
2019,UNIV16,6,1,1,6
2019,UNIV16,13,1,1,11
2019,UNIV16,14,1,1,13
2019,UNIV16,2,1,1,5
2019,UNIV16,10,1,1,2
2019,UNIV16,1,1,0,
2019,UNIV16,9,1,0,
2019,UNIV16,5,1,1,13
2019,UNIV16,3,1,1,36
2019,UNIV16,15,1,1,8
2019,UNIV16,4,1,1,6
2019,UNIV16,12,1,1,21
2019,UNIV19,10,1,1,1
2021-04-23 15:22:08.404000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,
2019,UNIV19,5,1,1,6
2021-04-23 15:22:08.397000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,
2021-04-23 15:22:08.396000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,
2021-04-23 15:22:08.399000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,
2021-04-23 15:22:08.402000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,
2021-04-23 15:22:29.757000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,
2021-04-23 15:22:08.397000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,
2019,UNIV19,7,1,0,
2019,UNIV19,6,1,1,2
2021-04-23 15:22:08.395000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,
2021-04-23 15:22:08.398000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,
2019,UNIV19,14,1,1,12
2020,UNIV10,3,1,1,6
2020,UNIV10,6,1,1,2
2020,UNIV10,7,1,0,
2020,UNIV10,15,1,1,1
2020,UNIV10,10,1,1,1
2020,UNIV10,2,1,1,1
2020,UNIV10,1,1,1,1
2020,UNIV10,4,1,1,2
2020,UNIV10,14,1,1,4
2020,UNIV10,8,1,0,
2020,UNIV10,13,1,1,3
2020,UNIV10,5,1,1,3
2020,UNIV10,12,1,1,18
2021-06-22 16:29:07.581000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,
2021-06-22 16:29:07.583000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,
2021-06-22 16:29:07.585000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,
2021-06-22 16:29:07.586000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,
2021-06-22 16:29:07.588000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,
2021-06-22 16:29:07.590000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,
2021-06-22 16:29:07.591000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,
2021-06-22 16:29:07.593000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,
2021-06-22 16:29:07.594000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,
2021-06-22 16:29:07.596000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,
2021-06-22 16:29:07.597000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,
2021-06-22 16:29:07.599000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,
2021-06-22 16:29:07.600000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,
2021-06-22 16:35:08.302000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,
2021-06-22 16:35:08.303000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,
2021-06-22 16:35:08.305000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,
2021-06-22 16:35:08.307000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,
2021-06-22 16:35:08.308000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,
2021-06-22 16:35:08.310000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,
2021-06-22 16:35:08.312000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,
2021-06-22 16:35:08.314000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,
2021-06-22 16:35:08.315000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,
2021-06-22 16:35:08.317000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,
2021-06-22 16:35:08.319000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,
2021-06-22 16:35:08.320000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,
2021-06-22 16:35:08.322000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,
2021-10-26 11:08:34.944000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,
2021-10-26 11:08:34.946000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,
2021-10-26 11:08:34.948000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,
2021-10-26 11:08:34.950000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,
2021-10-26 11:08:34.951000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,
2021-10-26 11:08:34.953000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,
2021-10-26 11:08:34.955000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,
2021-10-26 11:08:34.957000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,
2021-10-26 11:08:34.958000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,
2021-10-26 11:08:34.960000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,
2021-10-26 11:08:34.962000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,
2021-10-26 11:08:34.963000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,
2021-10-26 11:08:34.965000,YYYY-MM-DD HH24:MI:SS.FF,univ35,,,
2019,UNIV03,10,1,1,3
2019,UNIV03,8,1,0,
2019,UNIV03,5,1,1,4
2019,UNIV03,1,1,1,1
2019,UNIV03,12,1,1,3
2019,UNIV03,13,1,1,1
2019,UNIV03,15,1,1,2
2019,UNIV03,3,1,1,1
2019,UNIV03,6,1,1,1
2021-04-22 16:22:19.488000,YYYY-MM-DD HH24:MI:SS.FF,univ05,,,
2019,UNIV03,14,1,1,1
2019,UNIV03,2,1,1,1
2019,UNIV03,9,1,0,
2021-05-04 15:39:36.776000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,
2021-05-04 15:39:36.780000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,
2021-05-04 15:39:36.784000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,
2021-05-04 15:39:36.789000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,
2021-05-04 15:39:36.792000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,
2021-05-04 15:39:36.797000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,
2021-05-04 15:39:36.804000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,
2021-05-04 15:39:36.808000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,
2021-05-04 15:39:36.817000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,
2021-05-04 15:39:36.821000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,
2021-05-04 15:39:36.824000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,
2021-05-04 15:39:36.826000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,
2021-06-22 16:35:08.300000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,
2021-08-17 16:09:17.888000,YYYY-MM-DD HH24:MI:SS.FF,univ38,,,
2020,UNIV17,10,1,1,1
2020,UNIV17,6,1,1,2
2020,UNIV17,7,1,1,1
2020,UNIV17,12,1,1,20
2020,UNIV17,2,1,1,2
2020,UNIV17,5,1,1,4
2020,UNIV17,13,1,1,2
2020,UNIV17,15,1,1,2
2020,UNIV17,14,1,1,4
2020,UNIV17,1,1,1,4
2020,UNIV17,3,1,1,2
2020,UNIV17,4,1,1,3
2021-10-26 10:22:12.314000,YYYY-MM-DD HH24:MI:SS.FF,univ01,,,
2021-10-26 10:22:12.316000,YYYY-MM-DD HH24:MI:SS.FF,univ01,,,
2021-10-26 10:22:12.318000,YYYY-MM-DD HH24:MI:SS.FF,univ01,,,
2021-10-26 10:22:12.320000,YYYY-MM-DD HH24:MI:SS.FF,univ01,,,
2021-10-26 10:22:12.322000,YYYY-MM-DD HH24:MI:SS.FF,univ01,,,
2021-10-26 10:22:12.324000,YYYY-MM-DD HH24:MI:SS.FF,univ01,,,
2021-10-26 10:22:12.325000,YYYY-MM-DD HH24:MI:SS.FF,univ01,,,
2021-10-26 10:22:12.327000,YYYY-MM-DD HH24:MI:SS.FF,univ01,,,
2021-10-26 10:22:12.329000,YYYY-MM-DD HH24:MI:SS.FF,univ01,,,
2021-10-26 10:22:12.330000,YYYY-MM-DD HH24:MI:SS.FF,univ01,,,
2021-10-26 10:22:12.332000,YYYY-MM-DD HH24:MI:SS.FF,univ01,,,
2021-10-26 10:22:12.334000,YYYY-MM-DD HH24:MI:SS.FF,univ01,,,
2021-10-26 10:22:12.336000,YYYY-MM-DD HH24:MI:SS.FF,univ01,,,
2021-10-26 10:22:12.338000,YYYY-MM-DD HH24:MI:SS.FF,univ01,,,
2020,UNIV34,3,1,1,10
2020,UNIV34,10,1,1,1
2020,UNIV34,9,1,0,
2020,UNIV34,12,1,1,30
2020,UNIV34,15,1,1,2
2020,UNIV34,5,1,1,10
2020,UNIV34,13,1,1,3
2020,UNIV34,4,1,1,4
2020,UNIV34,6,1,1,4
2020,UNIV34,2,1,1,3
2020,UNIV34,14,1,1,15
2020,UNIV34,1,1,1,1
2020,UNIV37,5,1,1,4
2020,UNIV37,15,1,1,3
2020,UNIV37,12,1,1,20
2020,UNIV37,10,1,1,1
2020,UNIV37,6,1,1,2
2020,UNIV37,3,1,1,5
2020,UNIV37,13,1,1,3
2020,UNIV37,1,1,1,1
2020,UNIV37,2,1,1,2
2020,UNIV37,14,1,1,4
2020,UNIV37,4,1,1,2
2020,UNIV06,9,1,0,0
2020,UNIV06,14,1,1,8
2020,UNIV06,2,1,1,4
2020,UNIV06,5,1,1,10
2020,UNIV06,7,1,0,0
2020,UNIV06,1,1,1,2
2020,UNIV06,13,1,1,5
2020,UNIV06,15,1,1,4
2020,UNIV06,6,1,1,4
2020,UNIV06,10,1,1,1
2020,UNIV06,4,1,1,8
2020,UNIV06,8,1,0,0
2020,UNIV06,12,1,0,0
2020,UNIV06,3,1,1,2
